wallet,credit_score,total_transactions,num_protocols,num_assets,active_days,activity_span_days,tx_frequency,activity_consistency,total_deposits_usd,total_withdrawals_usd,net_flow_usd,total_borrowed_usd,total_repaid_usd,utilization_ratio,repayment_ratio,avg_tx_amount_usd,std_tx_amount_usd,median_tx_amount_usd,max_tx_amount_usd,min_tx_amount_usd,avg_time_between_txs,std_time_between_txs,deposit_ratio,borrow_ratio,repay_ratio,liquidation_ratio,liquidation_count,failed_tx_ratio,avg_gas_fee,hourly_entropy,daily_entropy,portfolio_diversity,volume_consistency,financial_stability,activity_maturity,high_liquidation_risk,bot_like_behavior,whale_behavior,deposit_to_borrow_ratio,net_flow_ratio,risk_category
0x01a4615315104084dcaaec9a847e90ce5cfbf8ea,1000,4,1,2,1,0.0029861111111111113,4.0,334.8837209302325,9.631413565226983e+19,0.0,9.631413565226983e+19,7.913036714997314e+18,7.91388169473729e+18,0.08215862252625455,1.0001067832452206,2.803526351550111e+19,3.0488959220214374e+19,1.1838412904543764e+19,8.055119153791959e+19,7.913036714997314e+18,86.0,45.37253207246281,0.5,0.25,0.25,0.0,0,0.0,0.0,-0.0,-0.0,2,1.087521763558833,1.8482565694260735,1.0,0,1,0,12.171576996442957,1.0,Excellent (800-1000)
0x05547ef01188a7ce563d44cb26391f1d24a51683,1000,4,1,2,1,0.0006018518518518519,4.0,1661.5384615384614,6.624984771288649e+21,6.624984771288649e+21,0.0,1558446220.882667,1558446220.882667,2.352377061509121e-13,1.0,3.3124923856451037e+21,3.3124923856435455e+21,3.3124923856451037e+21,6.624984771288649e+21,1558446220.882667,17.333333333333332,2.494438257849294,0.25,0.25,0.25,0.0,0,0.0,0.0,-0.0,-0.0,2,0.9999999999995296,1.9999999999995297,1.0,0,1,0,4251019174267.942,0.0,Excellent (800-1000)
0x00fea8ef6f337ce6aa8b5bb7086ace94dd0434a7,1000,4,1,3,1,0.002638888888888889,4.0,378.9473684210526,1.3035823338783121e+20,0.0,1.3035823338783121e+20,3.6170025074265306e+17,0.0,0.002774663642967237,0.0,3.2679983409643467e+19,5.524185214062606e+19,1.1836057667679657e+18,1.2835272210494151e+20,96432916.44364332,76.0,29.5296461204668,0.5,0.5,0.0,0.0,0,0.0,0.0,-0.0,-0.0,3,1.6903880105497502,0.9972330138130063,1.0,0,1,0,360.4040448414842,1.0,Excellent (800-1000)
0x04566e55bd811bf6e3e164a3ebe49cbc85369bcb,1000,5,1,4,1,0.015,5.0,66.66666666666667,0.0,3.188716011332782e+20,-3.188716011332782e+20,1.10313383627546e+21,1.1031342688927167e+21,1.10313383627546e+21,1.0000003921711424,5.05027941260291e+20,5.02040330384518e+20,3.188716011026031e+20,1.1031342688927167e+21,1178812674.8485117,324.0,391.14958775384133,0.0,0.2,0.2,0.0,0,0.0,0.0,-0.0,-0.0,4,0.994084266172843,1.8130169943148487e-21,1.0,0,1,0,0.0,-3.188716011332782e+20,Excellent (800-1000)
0x045ef516ff36cbb58ae3714a2bcd244d31695d91,1000,4,1,2,1,0.0013657407407407407,4.0,732.2033898305085,3.095611032312002e+21,3.095611032312002e+21,0.0,7.211850000000005e+20,7.211850000000005e+20,0.2329701608090513,1.0,1.9083980161560014e+21,1.187213016156001e+21,1.9083980161560014e+21,3.095611032312002e+21,7.211850000000005e+20,39.333333333333336,27.535835237417842,0.25,0.25,0.25,0.0,0,0.0,0.0,-0.0,-0.0,2,0.6220992718004129,1.6220992718004128,1.0,0,1,0,4.2923952,0.0,Excellent (800-1000)
0x019d10463c5c800b84d6527e112e131109611527,1000,4,1,2,1,0.00030092592592592595,4.0,3323.076923076923,1.6494077766472028e+22,1.6494076975085513e+22,791386515308544.0,5.711920000000009e+21,5.711920000000009e+21,0.34630126527054383,1.0,1.1102998685389391e+22,5.391078685389389e+21,1.110299848754276e+22,1.6494077766472028e+22,5.711920000000009e+21,8.666666666666666,12.256517540566824,0.25,0.25,0.25,0.0,0,0.0,0.0,-0.0,-0.0,2,0.48555159179507,1.485551600962132,1.0,0,1,0,2.8876591000000005,4.79800402613123e-08,Excellent (800-1000)
0x046d749b3cf095dc2bcf9a82a9de43966b29cf49,1000,3,1,2,1,0.01678240740740741,3.0,59.586206896551715,1.1191814376473716e+18,0.0,1.1191814376473716e+18,9.962208407837088e+16,9.962208407837088e+16,0.08901334558209453,1.0,4.3947520193470445e+17,4.8062488848720877e+17,9.962208407837088e+16,1.1191814376473716e+18,9.962208407837088e+16,725.0,681.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0,0.0,0.0,-0.0,-0.0,2,1.093633693940752,1.836524784671917,1.0,0,1,0,11.234270473271087,1.0,Excellent (800-1000)
0x046a5d95317dbc2ae8ed4a0c370b9183d161a14a,1000,4,1,2,1,0.0007175925925925926,4.0,1393.5483870967741,4.3910096111220094e+21,4.3910096111220094e+21,0.0,1.822033200000004e+21,1.822033200000004e+21,0.4149463019586583,1.0,3.1065214055610067e+21,1.2844882055610027e+21,3.1065214055610067e+21,4.3910096111220094e+21,1.822033200000004e+21,20.666666666666668,0.9428090415820634,0.25,0.25,0.25,0.0,0,0.0,0.0,-0.0,-0.0,2,0.41348120224171997,1.4134812022417198,1.0,0,1,0,2.4099503846153847,0.0,Excellent (800-1000)
0x02abe3cc8093daacee107e802ee44cb5f1379e1a,1000,3,1,3,1,0.011342592592592593,3.0,88.16326530612244,0.0,1.2122150914917697e+21,-1.2122150914917697e+21,0.0,0.0,0.0,0.0,4.040716971639232e+20,3.413700062189346e+20,2.508190037005576e+20,8.771642223756133e+20,8.423186541559887e+19,490.0,140.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,-0.0,3,0.8448253332636858,1.0,1.0,0,1,0,0.0,-1.2122150914917697e+21,Excellent (800-1000)
0x04cd5ffd4e9ef854e03b7e9fe865301b540048c2,1000,4,1,2,1,0.0010416666666666667,4.0,960.0,1.9854235488100016e+21,1.984626677110001e+21,7.968717000005386e+17,7.001203025509219e+20,7.001203025509219e+20,0.35263019972264925,1.0,1.3425727077554617e+21,6.424524669799793e+20,1.3423734898304614e+21,1.9854235488100016e+21,7.001203025509219e+20,30.0,1.632993161855452,0.25,0.25,0.25,0.0,0,0.0,0.0,-0.0,-0.0,2,0.4785234075360011,1.478600729460344,1.0,0,1,0,2.8358319871256636,0.0004013610599502346,Excellent (800-1000)
0x0128883953744d1d302421534757fd6f2d8ba88a,1000,4,1,2,1,0.0004398148148148148,4.0,2273.684210526316,1.395084798811971e+21,1.395084798811971e+21,0.0,5.007054908924303e+20,5.007054908924303e+20,0.3589068501920615,1.0,9.478951448522008e+20,4.471896539597703e+20,9.478951448522006e+20,1.395084798811971e+21,5.007054908924303e+20,12.666666666666666,17.913371790059205,0.25,0.25,0.25,0.0,0,0.0,0.0,-0.0,-0.0,2,0.47177122531785703,1.4717712253178572,1.0,0,1,0,2.7862382661820773,0.0,Excellent (800-1000)
0x04d34271e0216a8e3bab7598557112f70a06dc48,1000,4,1,2,1,0.00037037037037037035,4.0,2700.0,1.0218123526945859e+21,1.0217028145948091e+21,1.0953809977684787e+17,2.6139093747214352e+20,2.6136292425171403e+20,0.2558110956310506,0.99989283017728,6.415672572533132e+20,3.8019032849285415e+20,6.415468760334763e+20,1.0218123526945859e+21,2.6136292425171403e+20,10.666666666666666,15.084944665313014,0.25,0.25,0.25,0.0,0,0.0,0.0,-0.0,-0.0,2,0.5925962152752781,1.5925108777386021,1.0,0,1,0,3.9091345804729003,0.00010719981950500867,Excellent (800-1000)
0x04d636d093a0ec32e981c2c87b47ad8437f5c8c8,1000,4,1,2,1,0.0008564814814814815,4.0,1167.5675675675675,1.1918286881731298e+21,1.1918286881731298e+21,0.0,4.884143464360011e+20,4.884143464360011e+20,0.40980247520695023,1.0,8.401215173045653e+20,3.517071708685644e+20,8.401215173045655e+20,1.1918286881731298e+21,4.884143464360011e+20,24.666666666666668,8.993825042154695,0.25,0.25,0.25,0.0,0,0.0,0.0,-0.0,-0.0,2,0.4186384512528342,1.418638451252834,1.0,0,1,0,2.4402,0.0,Excellent (800-1000)
0x012f15e260f6275bc8e62be475adb07549765e70,1000,4,1,3,1,0.0009722222222222222,4.0,1028.5714285714287,5.807668478536949e+21,5.807668478536949e+21,0.0,2.300189266360003e+21,2.300189266360003e+21,0.3960607040261809,1.0,4.053928872448476e+21,1.753739606088473e+21,4.053928872448476e+21,5.807668478536949e+21,2.300189266360003e+21,28.0,3.265986323710904,0.25,0.25,0.25,0.0,0,0.0,0.0,-0.0,-0.0,3,0.4326024607899093,1.4326024607899095,1.0,0,1,0,2.5248654810599356,0.0,Excellent (800-1000)
0x03251ae9065a02d50230e02b137265157e101c20,1000,3,1,1,1,0.14658564814814815,3.0,6.821950256612713,1.1253697783814026e+22,0.0,1.1253697783814026e+22,2.931693820624803e+21,0.0,0.2605093789564352,0.0,4.728463868146277e+21,1.485410324870973e+21,4.684310406169059e+21,6.569387377644968e+21,2.931693820624803e+21,6332.5,6176.5,0.6666666666666666,0.3333333333333333,0.0,0.0,0,0.0,0.0,0.9182958340544896,-0.0,1,0.3141422597891831,0.7933300748844021,1.0,0,1,0,3.8386333881945545,1.0,Excellent (800-1000)
0x05db7e001f6650745dcff8044d3e5ade3af4c03a,1000,6,1,4,1,0.02991898148148148,6.0,33.42359767891683,1.9583177185803715e+20,0.0,1.9583177185803715e+20,1.0032919145614393e+19,0.0,0.051232336052637474,0.0,3.4310781833941926e+19,3.0940990113893736e+19,3.265590822087883e+19,9.732252397500023e+19,5018156.546236763,517.0,638.0275856105283,0.6666666666666666,0.3333333333333333,0.0,0.0,0,0.0,0.0,0.6500224216483541,-0.0,4,0.901786215879388,0.9512644975847926,1.0,0,1,0,19.518922560403517,1.0,Excellent (800-1000)
0x05e1e0e85756cde16309083dd223948b4f34b813,1000,5,1,3,1,0.02396990740740741,5.0,41.7189763399324,7.408301482778691e+21,0.0,7.408301482778691e+21,5025436830.421854,0.0,6.783520948903018e-13,0.0,1.4816602965567432e+21,2.963320592862131e+21,152881315833.8268,7.408301482281007e+21,1542143946.6671402,517.75,451.9869328863391,0.6,0.4,0.0,0.0,0,0.0,0.0,0.7219280948873623,0.7219280948873623,3,1.9999999998303557,0.9999999999993217,1.0,0,1,0,1474160701107.181,1.0,Excellent (800-1000)
0x0302174ee723a5a094f78877caf6cc1ae1c90533,1000,5,1,5,1,0.00034722222222222224,5.0,2880.0,0.0,6.674430393766318e+21,-6.674430393766318e+21,0.0,0.0,0.0,0.0,1.3348860787532636e+21,2.669771897021574e+21,67423017467272.18,6.6744298727964e+21,31.013170778199736,7.5,2.598076211353316,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,-0.0,5,1.9999998048635332,1.0,1.0,0,1,0,0.0,-6.674430393766318e+21,Excellent (800-1000)
0x0501ce52054d546b62045da91647212e00d85f9e,1000,4,1,2,1,0.0018287037037037037,4.0,546.8354430379746,1.0456131373687667e+22,1.0456131373687667e+22,0.0,6.667391042175675e+20,6.667391042175675e+20,0.06376537176028442,1.0,5.561435238952617e+21,4.89469613473505e+21,5.561435238952617e+21,1.0456131373687667e+22,6.667391042175675e+20,52.666666666666664,18.06162291219209,0.25,0.25,0.25,0.0,0,0.0,0.0,-0.0,-0.0,2,0.8801138419184157,1.8801138419184156,0.9999999999999999,0,1,0,15.682493058447742,0.0,Excellent (800-1000)
0x01b8884b83882069d08c86b053bb1027d04dce96,1000,4,1,2,1,0.000787037037037037,4.0,1270.5882352941176,1.9222784742932915e+21,1.8930192597413677e+21,2.925921455192382e+19,702820481.4550465,702820481.4550465,3.656184527132221e-13,1.0,9.538244335090163e+20,9.538805285055248e+20,9.465096298710353e+20,1.9222784742932915e+21,702820481.4550465,22.666666666666668,0.9428090415820634,0.25,0.25,0.25,0.0,0,0.0,0.0,-0.0,-0.0,2,1.0000588106097286,1.9999999999992686,1.0,0,1,0,2735091708736.937,0.015221111271446094,Excellent (800-1000)
0x01b89af143b8f2bb80f9ac13d60e7e9e01d85798,1000,4,1,2,1,0.0011342592592592593,4.0,881.6326530612245,1.0266354840479659e+20,1.027976877774482e+20,-1.3413937265161011e+17,2.864633092120786e+19,2.864633092120786e+19,0.27903117870285365,1.0,6.5688474506165125e+19,3.7042173944573e+19,6.565493966300222e+19,1.027976877774482e+20,2.864633092120786e+19,32.666666666666664,16.519348924485154,0.25,0.25,0.25,0.0,0,0.0,0.0,-0.0,-0.0,2,0.5639067465495251,1.5636835389957626,1.0,0,1,0,3.5838288919852994,-0.0013065920157240827,Excellent (800-1000)
0x01b3bd82da83c842d8220c8fef9358abeffd537e,1000,4,1,2,1,0.0021759259259259258,4.0,459.5744680851064,7.460456063991516e+21,7.501090595761149e+21,-4.063453176963216e+19,7.048504508928925e+20,7.048504508928925e+20,0.09447819876520809,1.0,4.0928118903846124e+21,3.3879918995076305e+21,4.0826532574422043e+21,7.501090595761149e+21,7.048504508928925e+20,62.666666666666664,20.548046676563256,0.25,0.25,0.25,0.0,0,0.0,0.0,-0.0,-0.0,2,0.8277907683632272,1.82735480912859,0.9999999999999999,0,1,0,10.584452424682055,-0.005446655193877215,Excellent (800-1000)
0x01b572c14af90297b04955659cf86aec87dad0b2,1000,4,1,2,1,0.0003935185185185185,4.0,2541.176470588235,1.2612681191124023e+21,1.2612680534783285e+21,65634073837568.0,2.9972204136000055e+20,2.9972204136000055e+20,0.2376354692695517,1.0,7.80495063827683e+20,4.80773022467683e+20,7.804950474191645e+20,1.2612681191124023e+21,2.9972204136000055e+20,11.333333333333334,16.027753706895076,0.25,0.25,0.25,0.0,0,0.0,0.0,-0.0,-0.0,2,0.6159847060529619,1.6159847141261985,1.0,0,1,0,4.208126013653679,5.203816131002895e-08,Excellent (800-1000)
0x01b06d543b68067f7d78427d651b1190c10e0456,1000,4,1,2,1,0.0009722222222222222,4.0,1028.5714285714287,1.4451647756286632e+21,1.4446189378777891e+21,5.458377508740137e+17,7.117843376640017e+20,7.117843376640017e+20,0.49252815296052826,1.0,1.0783380972086139e+21,3.66553810345283e+20,1.0782016377708954e+21,1.4451647756286632e+21,7.117843376640017e+20,28.0,7.118052168020874,0.25,0.25,0.25,0.0,0,0.0,0.0,-0.0,-0.0,2,0.3399247520737181,1.3400082243225147,1.0,0,1,0,2.0303407916666667,0.0003776993184992127,Excellent (800-1000)
0x009c52172355d5729543a64832249638822ff8c9,1000,4,1,2,1,0.0017476851851851852,4.0,572.1854304635762,1.0595599431830004e+22,1.0468160956556554e+22,1.2743847527344977e+20,1.1210123751292946e+21,1.1210123751292946e+21,0.10579980701815571,1.0,5.826446284661287e+21,4.705649620147683e+21,5.794586665842924e+21,1.0595599431830004e+22,1.1210123751292946e+21,50.333333333333336,14.383632673594278,0.25,0.25,0.25,0.0,0,0.0,0.0,-0.0,-0.0,2,0.8076363172755552,1.808645640292794,1.0,0,1,0,9.451813081553123,0.012027490855365358,Excellent (800-1000)
0x009d3342ac1246d0e95a7f6772e11ce9f07b2560,1000,4,1,2,1,0.00032407407407407406,4.0,3085.714285714286,1.1094231204445066e+21,1.1094230538791194e+21,66565387190272.0,2.644963534953689e+20,2.644963534953689e+20,0.23840890695462932,1.0,6.86959720328591e+20,4.224633668332227e+20,6.869597036872442e+20,1.1094231204445066e+21,2.644963534953689e+20,9.333333333333334,13.199326582148887,0.25,0.25,0.25,0.0,0,0.0,0.0,-0.0,-0.0,2,0.6149754553748031,1.6149754647018801,1.0,0,1,0,4.194474161111381,5.99999999671916e-08,Excellent (800-1000)
0x055948f72297ed3b34a97dc35fa47b318cc7514b,1000,6,1,3,1,0.003449074074074074,6.0,289.93288590604027,1.450491958478653e+21,0.0,1.450491958478653e+21,4.125700586306349e+20,0.0,0.2844345714700539,0.0,3.105103361848813e+20,3.7398517151359756e+20,2.0628997010055997e+20,1.0379120182771733e+21,359888130.58162034,59.6,27.08209740769721,0.6666666666666666,0.3333333333333333,0.0,0.0,0,0.0,0.0,-0.0,-0.0,3,1.2044210061043592,0.778552697203942,1.0,0,1,0,3.515747030438889,1.0,Excellent (800-1000)
0x00a9481685d2cb1536bbe5188a898b38d36e34d8,1000,4,1,2,1,0.0016087962962962963,4.0,621.5827338129496,6.935834423336535e+21,6.935834423336535e+21,0.0,2006281385.4068785,2006281385.4068785,2.892631604146256e-13,1.0,3.467917211669271e+21,3.467917211667264e+21,3.4679172116692704e+21,6.935834423336535e+21,2006281385.4068785,46.333333333333336,10.143416036468626,0.25,0.25,0.25,0.0,0,0.0,0.0,-0.0,-0.0,2,0.9999999999994212,1.9999999999994214,1.0,0,1,0,3457059647928.1353,0.0,Excellent (800-1000)
0x01d83a95e445a001194ab79a4d7cda5acfcf6dc1,1000,4,1,2,1,0.0022453703703703702,4.0,445.36082474226805,1.1009459431452055e+22,1.1009459431452055e+22,0.0,3.1961484756300013e+21,3.1961484756300013e+21,0.2903093013358292,1.0,7.102803953541028e+21,3.9066554779110264e+21,7.102803953541028e+21,1.1009459431452055e+22,3.1961484756300013e+21,64.66666666666667,31.169785940162562,0.25,0.25,0.25,0.0,0,0.0,0.0,-0.0,-0.0,2,0.5500159519345039,1.5500159519345038,1.0,0,1,0,3.444602,0.0,Excellent (800-1000)
0x055d4bc9855caba4d63b3276fddb0334060c5573,1000,4,1,2,1,0.0004166666666666667,4.0,2400.0,1.0771807113547573e+21,1.0740381471620748e+21,3.1425641926825083e+18,436008124.16280127,434736141.4422562,4.047678533107403e-13,0.9970826627990306,5.3780471462942566e+20,5.378058623154668e+20,5.3701907358125536e+20,1.0771807113547573e+21,434736141.4422562,12.0,16.97056274847714,0.25,0.25,0.25,0.0,0,0.0,0.0,-0.0,-0.0,2,1.0000021340200447,1.997082662798222,1.0,0,1,0,2470551921371.989,0.002917397387045803,Excellent (800-1000)
0x043be978300c684c8f691e086414155d5f9d6f2e,1000,4,1,2,1,0.0009722222222222222,4.0,1028.5714285714287,1.5072426906279802e+21,1.5072426906279802e+21,0.0,6.002060473745054e+20,6.002060473745054e+20,0.3982146014749851,1.0,1.053724369001243e+21,4.535183216267374e+20,1.0537243690012428e+21,1.5072426906279802e+21,6.002060473745054e+20,28.0,0.0,0.25,0.25,0.25,0.0,0,0.0,0.0,-0.0,-0.0,2,0.43039559012628514,1.430395590126285,1.0,0,1,0,2.5112087710897706,0.0,Excellent (800-1000)
0x041065dc6b855ba2a436c564ab0c9fa62a9803b7,1000,2,1,2,1,0.0075,2.0,133.33333333333334,19937658.843340054,0.0,19937658.843340054,7.461600000000008e+18,0.0,374246548134.3347,0.0,3.7308000000099727e+18,3.7307999999900355e+18,3.7308000000099727e+18,7.461600000000008e+18,19937658.843340054,648.0,0.0,0.5,0.5,0.0,0.0,0,0.0,0.0,-0.0,-0.0,2,0.999999999994656,2.672035333344961e-12,1.0,0,1,0,2.6720353333521005e-12,0.9999999498436623,Excellent (800-1000)
0x01d56c115f9afd657dd4eeb9ece38d6cf73975d6,1000,28,1,1,1,0.023668981481481482,28.0,42.24938875305624,3.6121656745510404e+20,3.609653851203146e+20,2.51182334789419e+17,2.602943916331182e+20,2.604859551790818e+20,0.720604798021814,1.000735949571413,4.4391510692414956e+19,2.521895175274656e+19,3.866021252774714e+19,1.0092217582198581e+20,9.227858915089744e+18,75.74074074074075,197.15224284473805,0.2857142857142857,0.25,0.21428571428571427,0.0,0,0.0,0.0,-0.0,-0.0,1,0.5681030304980282,1.1628097003284352,1.0,0,1,0,1.3877232052092556,0.0006953787766687604,Excellent (800-1000)
0x027e9fac2d42f779d2232b76e31a3b7cbd955d70,1000,4,1,2,1,0.008032407407407408,4.0,124.49567723342938,7.722986907400014e+18,0.0,7.722986907400014e+18,2997316.985809815,3002142.140879608,3.8810333640962736e-13,1.0016098247508145,1.9307467268515036e+18,3.344151427450649e+18,2501785.1173996734,7.722986907400014e+18,995888.891890076,231.33333333333334,116.7599626965035,0.25,0.5,0.25,0.0,0,0.0,0.0,1.0,-0.0,2,1.732050807567083,2.001609824750038,1.0,0,1,0,2576632490767.715,1.0,Excellent (800-1000)
0x05c50a9d2757d7f0dbe29a62c6014416f5305f33,1000,4,1,1,1,0.0590162037037037,4.0,16.94449892135713,3.0050754543588854e+18,2.9819631493996124e+18,2.311230495927296e+16,0.0,0.0,0.0,0.0,1.4967596509396244e+18,8.70827920285533e+17,9.946218125944384e+17,3.0050754543588854e+18,9.927195242107356e+17,1699.6666666666667,2263.844861194237,0.25,0.0,0.0,0.0,0,0.0,0.0,0.8112781244591328,-0.0,1,0.5818087892326943,1.0,1.0,0,1,0,3.0050754543588854e+18,0.0076910897281292495,Excellent (800-1000)
0x01361dec98b8d86a584afd90a7c7c3ca0d908539,1000,26,1,3,2,0.29282407407407407,13.0,6.8300395256917,5.034917041252374e+21,5.143869775849494e+21,-1.0895273459712e+20,4.045694476816004e+21,4.017511628684043e+21,0.803527534548948,0.9930338664243027,7.01615112407766e+20,6.54061550150899e+20,3.3566497032810175e+20,2.007500974796133e+21,1547.3525352807371,1012.0,2132.1704997490233,0.38461538461538464,0.2692307692307692,0.11538461538461539,0.0,0,0.0,0.0,2.325493334992845,-0.0,3,0.9322227223788335,1.1050753749222626,2.0,0,0,0,1.2445124242834316,-0.021639429945804894,Excellent (800-1000)
